id,procedure_treaty_name,treaty_number,treaty_prefix,triple_store_id,web_link
6905,"Agreement, done at Zagreb on 9 and 10 December 2024, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Croatia on the Termination of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Croatia for the Promotion and Protection of Investments, done at London on 11 March 1997",1230,CP,LYj985qf,https://www.gov.uk/government/publications/ukcroatia-agreement-on-termination-of-the-agreement-for-the-promotion-and-protection-of-investments-done-at-london-on-11-march-1997-cs-croatia-no
6906,"Agreement, done at Ljubljana on 6 and 12 December 2024, between the United Kingdom of Great Britain and Northern Ireland and the Republic of Slovenia on the Termination of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Slovenia for the Promotion and Protection of Investments, done at Ljubljana on 3 July 1996",1231,CP,TizuwscK,https://www.gov.uk/government/publications/ukslovenia-agreement-on-the-termination-of-the-agreement-for-the-promotion-and-protection-of-investments-done-at-ljubljana-on-3-july-1996-cs-slove
6910,"Comprehensive Security Integration and Prosperity Agreement, done at Washington on 13 September 2023",1225,CP,iXHmjPE8,https://www.gov.uk/government/publications/comprehensive-security-integration-and-prosperity-agreement-ms-no12025
6924,"Framework Agreement, done at Baku on 20 November 2024, for International Collaboration on Research and Development of Generation IV Nuclear Energy Systems",1246,CP,haN9vnIt,https://www.gov.uk/government/publications/framework-agreement-for-international-collaboration-on-research-and-development-of-generation-iv-nuclear-energy-systems-ms-no22025
6943,"Agreement, done at London on 13 November 2024, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Romania on Defence Cooperation",1247,CP,QriVtMrd,https://www.gov.uk/government/publications/ukromania-agreement-on-defence-cooperation-cs-romania-no12025
6944,One Hundred Year Partnership Agreement between the United Kingdom of Great Britain and Northern Ireland and Ukraine,1277,CP,QLU0pOwt,https://www.gov.uk/government/publications/ukukraine-one-hundred-year-partnership-cs-ukraine-no12025
6948,"Agreement, done at Canberra on 21 March 2024, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Australia for Defence and Security Cooperation",1256,CP,cFF1HhXV,https://www.gov.uk/government/publications/ukaustralia-agreement-for-defence-and-security-cooperation-cs-australia-no12025
6962,"Agreement, done at Ljubljana on 6 and 12 December 2024, between the United Kingdom of Great Britain and Northern Ireland and the Republic of Slovenia on the Termination of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Slovenia for the Promotion and Protection of Investments, done at Ljubljana on 3 July 1996",1266,CP,RpW0dinq,https://www.gov.uk/government/publications/ukslovenia-agreement-on-termination-of-the-agreement-for-the-promotion-and-protection-of-investments-done-at-ljubljana-on-3-july-1996-cs-slovenia
6971,"Agreement, done at London on 16 September 2024, between the United Kingdom of Great Britain and Northern Ireland and the Kingdom of Spain on the Free Pursuit of Gainful Occupation by Dependants of Members of Diplomatic Missions and Consular Offices",1271,CP,anAyBS45,https://www.gov.uk/government/publications/ukspain-agreement-on-the-free-pursuit-of-gainful-occupation-by-dependants-of-members-of-diplomatic-missions-and-consular-offices-cs-spain-no12025
7143,"International Labour Convention No. 191, done at Geneva on 12 June 2023, concerning Amendments to Standards Consequential to the Recognition of a Safe and Healthy Working Environment as a Fundamental Principle (with Recommendation 207)",1312,CP,Wbvzy20b,https://www.gov.uk/government/publications/international-labour-convention-no-191-concerning-amendments-to-standards-consequential-to-the-recognition-of-a-safe-and-healthy-working-environment
7154,"Agreement, done at London on 9 April 2025, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the French Republic on Safety and Interoperability Requirements in the Channel Fixed Link",1314,CP,fE3SIalj,https://www.gov.uk/government/publications/ukfrance-agreement-on-safety-and-interoperability-requirements-in-the-channel-fixed-link-cs-france-no12025
7272,"Convention, adopted at Vienna on 12 September 1997, on Supplementary Compensation for Nuclear Damage",1348,CP,nsaMMdrg,https://www.gov.uk/government/publications/convention-on-supplementary-compensation-for-nuclear-damage-ms-no42025
7288,"Agreement, done at London on 14 January 2025, on Partnership and Cooperation between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Iraq",1356,CP,6AT4Rnxi,https://www.gov.uk/government/publications/ukiraq-agreement-on-partnership-and-cooperation-cs-iraq-no12025
7289,"Strategic Partnership and Cooperation Agreement, done at Astana on 24 April 2024, between the United Kingdom of Great Britain and Northern Ireland and the Republic of Kazakhstan",1365,CP,jav3wQOE,https://www.gov.uk/government/publications/ukkazakhstan-strategic-partnership-and-cooperation-agreement-cs-kazakhstan-no12025
7330,"Agreement, done at London 29 July and Paris 30 July 2025, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the French Republic on the Prevention of Dangerous Journeys",1377,CP,Vpz4J9wi,https://www.gov.uk/government/publications/ukfrance-agreement-on-the-prevention-of-dangerous-journeys-cs-france-no22025
