id,title,url,triplestoreid
1272,House of Lords Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True,WfRUYRw6
1273,House of Commons Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True,HgC3avuD
1278,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,NOPUw1oL
1296,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/,Af4fN76m
1297,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/,wFhSzn2L
1298,Deposited Papers website,https://depositedpapers.parliament.uk/,uTntAE3T
1299,Deposited Papers website,https://depositedpapers.parliament.uk/,mwO2N59q
1300,International Agreements Committee reports ,https://committees.parliament.uk/committee/448/international-agreements-committee/,7Mr0fJWM
1301,International Agreements Committee website ,https://committees.parliament.uk/committee/448/international-agreements-committee/,lwYn2cOq
1302,International Agreements Committee website ,https://committees.parliament.uk/committee/448/international-agreements-committee/,tGDykjhD
1303,International Trade Committee reports ,https://committees.parliament.uk/committee/367/international-trade-committee/,EPzDvuhB
1304,International Trade Committee publications page ,https://committees.parliament.uk/committee/367/international-trade-committee/publications/reports-responses/,by3hu8Js
1305,House of Lords statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True,CHZX9GH6
1306,House of Commons written statements,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True,CmN3viPU
1315,Legislation.gov.uk,https://www.legislation.gov.uk/,qJEExktd
1316,Legislation.gov.uk,https://www.legislation.gov.uk/,U6BTrh8B
1318,European Affairs Committee correspondence,https://committees.parliament.uk/committee/516/european-affairs-committee/publications/3/correspondence/,a9mESDYy
1319,International Agreements Committee correspondence,https://committees.parliament.uk/committee/448/international-agreements-committee/publications/3/correspondence/,1tIVhyF4
1321,Lords Hansard,https://hansard.parliament.uk/lords/,S4L17IG0
1322,Statements website,https://questions-statements.parliament.uk/,J8nrVRbY
1323,Statements website,https://questions-statements.parliament.uk/,BGENNi2t
1324,Written statements website ,https://questions-statements.parliament.uk/,VY6FAoNM
1325,Written statements website ,https://questions-statements.parliament.uk/,dNMr7oi5
1339,"Environment, Food and Rural Affairs Committee correspondence",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/3/correspondence/,3QzFUH0U
1379,Lords Hansard,https://hansard.parliament.uk/lords,LvmvDgkq
1380,Public Accounts Committee website,https://committees.parliament.uk/committee/127/public-accounts-committee/,l3jtsaku
1381,Public Accounts Committee oral evidence transcripts ,https://committees.parliament.uk/committee/127/public-accounts-committee/publications/oral-evidence/,yTh5O1tD
1382,Women and Equalities Committee correspondence,https://committees.parliament.uk/committee/328/women-and-equalities-committee/publications/3/correspondence/,pkhSX6Oz
1383,Home Affairs Committee correspondence,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/3/correspondence/,JCjxtpKs
1384,Public Accounts Committee correspondence,https://committees.parliament.uk/committee/127/public-accounts-committee/publications/3/correspondence/,HHDLzpC6
1385,Home Affairs Committee reports,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/,x0konxzO
1388,Home Affairs Committee publications,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/,Wbiz96jI
1391,Hansard,https://hansard.parliament.uk/commons,HonXP6uC
1394,Hansard,https://hansard.parliament.uk/lords,QYHRPdjl
1395,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,FUtkon7E
1396,Legislation.gov.uk,https://www.legislation.gov.uk/,Dt3S1QHx
1397,Legislation.gov.uk,https://www.legislation.gov.uk/,gSN8aP6c
1398,Egg-timer,https://api.parliament.uk/egg-timer/,KHdWbVqB
1399,Egg-timer,https://api.parliament.uk/egg-timer/,En1nHYT2
1400,Egg-timer,https://api.parliament.uk/egg-timer/,4KpTkG3E
1401,House of Lords Minute,https://lordsbusiness.parliament.uk/,pXBHtmwP
1402,House of Lords Minute,https://lordsbusiness.parliament.uk/,XXHPKwWf
1404,Hansard,https://hansard.parliament.uk/lords,lJfG7qBe
1405,Lords Business ,https://lordsbusiness.parliament.uk/,AUajKfZp
1406,House of Lords Minute,https://lordsbusiness.parliament.uk/,9WDGFSF8
1407,House of Lords Order Paper,https://lordsbusiness.parliament.uk/,a54v5hXF
1408,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,vxq4jpKa
1410,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,pAi81iFh
1411,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,4p38LOq5
1413,Commons Hansard,https://hansard.parliament.uk/Commons,5IYPErmP
1414,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,r5XTZ22a
1415,Commons Future Business,,vXJvRo49
1416,SLSC reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/reports-responses/,p6IhI9aC
1417,SLSC reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/reports-responses/,E7u4nsmy
1418,Lords business minutes,https://lordsbusiness.parliament.uk/,EMDYJ1fc
1419,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,lMypUFRW
1420,Legislation.gov.uk,https://www.legislation.gov.uk/,19E8Fg0R
1421,Lords business pages,https://lordsbusiness.parliament.uk/,g8huinJ8
1422,Commons Votes and Proceedings,https://commonsbusiness.parliament.uk/,vndF87yj
1424,International Agreements Committee correspondence ,https://committees.parliament.uk/committee/448/international-agreements-committee/publications/3/correspondence/,Yu2p6loT
1425,Corrections on Lords Business ,https://lordsbusiness.parliament.uk/,y5vGBRtB
1426,House of Lords Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True,xi1kS00t
1427,House of Commons Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True,C74dS6KL
1430,European Statutory Instruments Committee reports ,https://committees.parliament.uk/committee/393/european-statutory-instruments,2tm1vzU2
1435,House of Lords Minutes ,https://lordsbusiness.parliament.uk/,kQ1b3hr0
1438,House of Lords Business website,https://lordsbusiness.parliament.uk/,DAfWfvsz
1439,Lords Hansard ,https://hansard.parliament.uk/lords,exscJf9r
1440,House of Lords Business website,https://lordsbusiness.parliament.uk/,WSWmqd5M
1442,House of Lords Minute ,https://lordsbusiness.parliament.uk/,ER4CRIYh
1443,House of Lords Minute ,https://lordsbusiness.parliament.uk/,wK4gTRz3
1444,Regulatory Reform Committee oral evidence transcripts ,https://old.parliament.uk/business/committees/committees-a-z/commons-select/regulatory-reform-committee/inquiries/,Tbg7sRMx
1446,Hansard,https://hansard.parliament.uk/lords,rcBsIMTM
1447,Hansard,https://hansard.parliament.uk/lords,gGlXxCDV
1450,Transport Committee reports ,https://committees.parliament.uk/committee/153/transport-committee/publications/,zAnEpYuK
1456,Public Administration and Constitutional Affairs Committee reports,https://committees.parliament.uk/committee/327/public-administration-and-constitutional-affairs-committee/publications/,mrTcG5Ub
1458,Public Administration and Constitutional Affairs Committee reports,https://committees.parliament.uk/committee/327/public-administration-and-constitutional-affairs-committee/publications/,8N9nQglB
1460,Energy Security and Net Zero Committee reports,https://committees.parliament.uk/committee/664/energy-security-and-net-zero-committee/publications/,drqDYiOa
1463,House of Lords Business,,AQKZZPgQ
1464,Votes and Proceedings ,,luCC4YUN
1465,Legislation.gov.uk,https://www.legislation.gov.uk/,6Ov3dJKs
1466,Commons Votes and Proceedings,https://commonsbusiness.parliament.uk/,5MCjJ9Tx
1467,Lords business pages,https://lordsbusiness.parliament.uk/,kWZ4HOys
1475,Secondary Legislation Scrutiny Committee reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/,pzZVgS58
1476,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/,5JQLK0zC
1477,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/,3lnJ8kxS
1478,Environmental Audit Committee correspondence,https://committees.parliament.uk/committee/62/environmental-audit-committee/publications/3/correspondence/,r9JuDy8m
1479,International Development Committee correspondence,https://committees.parliament.uk/committee/98/international-development-committee/publications/3/correspondence/,otus5Cba
1480,International Trade Committee correspondence,https://committees.parliament.uk/committee/367/international-trade-committee/publications/3/correspondence/,FkGLmb1u
1481,Foreign Affairs Committee oral evidence transcripts ,https://committees.parliament.uk/committee/78/foreign-affairs-committee/publications/oral-evidence/,nYgg6leY
1482,International Relations and Defence Committee website,https://committees.parliament.uk/committee/360/international-relations-and-defence-committee/,j1B6hZvP
1483,International Relations and Defence Committee correspondence,https://committees.parliament.uk/committee/360/international-relations-and-defence-committee/publications/3/correspondence/,SjMtlQSP
1484,International Relations and Defence Committee oral evidence transcripts ,https://committees.parliament.uk/committee/360/international-relations-and-defence-committee/publications/oral-evidence/,JMYbbAxG
1485,Lords Minutes,https://lordsbusiness.parliament.uk/,fKRlPu9M
1486,House of Lords Minute,https://lordsbusiness.parliament.uk/,E4y5aETw
1487,Foreign Affairs Committee correspondence,https://committees.parliament.uk/committee/78/foreign-affairs-committee/publications/3/correspondence/,227vsXs4
1488,Joint Committee on Human Rights (JCHR) correspondence page,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/3/correspondence/,UthaHxZ0
1489,Delegated Powers and Regulatory Reform Committee publications,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,yFcQTReq
1493,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,eVQIv20f
1494,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,R4PEekKU
1495,Joint Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,dpfogPPx
1496,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,07FPpdal
1501,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,PsKRmJyi
1502,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,zS71vUNj
1503,Delegated Powers and Regulatory Reform Committee webpage,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/,tbPjluFS
1504,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/,N2v2VwUE
1505,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/,oRDrZJ9d
1506,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/,Ms490mJ6
1509,Business and Trade Committee reports ,,IKEe7q02
1510,Business and Trade Committee reports ,,wLPgrkWK
1511,Business and Trade Committee reports ,,dtMddOKp
1514,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,iltL5HZZ
1515,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,Ls7hm6c2
1516,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,NdNDQqll
1519,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,xIMyjp4h
1520,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,ZcXI0oUu
1521,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,jGNMHGqG
1522,Joint Committee on Human Rights reports,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,Q3vXiOkf
1523,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,25enJ86C
1524,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,0YaMmGlh
1525,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,DbTlM0XC
1526,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,nvQJ60mu
1527,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/,ExbBBwL8
1528,Legislation.gov.uk,https://www.legislation.gov.uk/,ZDJV6UPI
1529,Legislation.gov.uk,https://www.legislation.gov.uk/,FqEISRfM
1530,Legislation.gov.uk,https://www.legislation.gov.uk/,wAlo0yOf
1536,Commons Hansard,https://hansard.parliament.uk/Commons,lmfkVSNb
1537,Hansard,https://hansard.parliament.uk/lords,8XQpKD3s
1538,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,hZNQV2Wq
1539,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,OQGBDmQb
1540,Votes and Proceedings (Commons),https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,TxVTWmJw
1541,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,L9wNrXNc
1542,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,pBUqs6xU
1543,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,BwzecDGZ
1544,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,WSXCDRxS
1545,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,VyTQwDZF
1546,Delegated Powers and Regulatory Reform Committee website,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,m2xncuCh
1547,Lords Business,https://lordsbusiness.parliament.uk/,iRHWS9KI
1548,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,aBcg78a4
1549,Lords Business,https://lordsbusiness.parliament.uk/,CSm5jPLg
1550,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,CzkAHLiM
1551,Lords Business,https://lordsbusiness.parliament.uk/,T5IBUJrS
1552,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,RY6wx1mK
1553,Lords Business,https://lordsbusiness.parliament.uk/,yTPvG145
1554,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,mwEMfPmH
1555,Lords Hansard,https://hansard.parliament.uk/Lords,07btRQCT
1556,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,wJ0ipTwm
1557,House of Lords Minute,https://lordsbusiness.parliament.uk/,nhZB1kin
1558,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,ThLw8APG
1559,House of Lords Minute ,https://lordsbusiness.parliament.uk/,YgICIXwY
1560,House of Lords Minutes,https://lordsbusiness.parliament.uk/,nQGEtNzA
1561,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,qVOUjNgS
1562,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,qD5pGH5e
1563,House of Lords Minutes,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,25jVSsgk
1564,House of Lords Minutes ,https://lordsbusiness.parliament.uk/,vrR2szG6
1565,House of Lords Minutes ,https://lordsbusiness.parliament.uk/,YYtyOM4N
1566,House of Lords Minutes ,https://lordsbusiness.parliament.uk/,dYBXQgdB
1567,House of Lords Minutes ,https://lordsbusiness.parliament.uk/,AWokFR8y
1568,House of Lords Minute,https://lordsbusiness.parliament.uk/,vJ9EQGCi
1569,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,iPveEwPq
1570,House of Lords Minute,https://lordsbusiness.parliament.uk/,Yd8xBylO
1571,Secondary Legislation Scrutiny Committee reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/,D8Z7fKuL
1572,Secondary Legislation Scrutiny Committee reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee,iDUGEsI0
1573,Treaties scrutinised by the European Union Committee,https://old.parliament.uk/business/committees/committees-a-z/lords-select/eu-select-committee-/content/treaties-scrutinised-by-the-european-union-committee/,HUUlPgC4
1574,EU International Agreements Sub-Committee legislative scrutiny,https://committees.parliament.uk/committee/448/eu-international-agreements-subcommittee/work/3/legislative-scrutiny/,sRV1HZ37
1575,Commons Hansard,https://hansard.parliament.uk/Commons,kxxhPBC0
1576,Commons Hansard,https://hansard.parliament.uk/Commons,96TOpgSq
1577,International Agreements Sub-Committee page,https://committees.parliament.uk/committee/448/eu-international-agreements-subcommittee/,V9qvaaI5
1578,Delegated Powers and Regulatory Reform Committee website,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,t1IZRVOn
1580,Votes and Proceedings ,https://commonsbusiness.parliament.uk/,RWDYtDGV
1582,Business and Trade Committee reports ,,w7cu56Mu
1583,Business and Trade Committee reports,,qlNcqZHF
1584,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,C37Y0RRN
1585,House of Lords Minutes,https://lordsbusiness.parliament.uk/,nv0J8qT7
1586,Votes and Proceedings,https://commonsbusiness.parliament.uk/,5ipJBO1Q
1587,European Statutory Instruments Committee reports ,https://committees.parliament.uk/committee/393/european-statutory-instruments,5s14xrrZ
1588,European Statutory Instruments Committee report,https://committees.parliament.uk/committee/393/european-statutory-instruments,PpTVaqIf
1589,Home Affairs Committee reports,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/,LJiOBMEE
1590,Home Affairs Committee reports,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/,3roUBfwh
1591,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/,ohuxLcRM
1592,Select Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,KS5yRwB6
1593,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,5XjQ8ks1
1594,Select Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,exRj4p3F
1595,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,GZoLgssR
1596,Select Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,7qumB2Q7
1597,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/,NJnXPzsl
1598,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,VNgPDyaY
1599,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,nwAJ6epB
1600,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,Ve5l67a6
1601,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,PCJR1oZ7
1602,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,RblB0hrs
1603,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/,l0xkH540
1604,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/,yg3nPvYw
1605,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/,kALo3L2q
1606,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/,RWSPf1lO
1607,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/,GyVhuB9i
1608,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/,AQikvStW
1609,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/,Eh4cZQsK
1610,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,5XvWsANV
1611,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/,ligM3cOR
1612,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/,xJLPDWSh
1613,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/,l26KTF5V
1614,Votes and Proceedings ,https://commonsbusiness.parliament.uk/,iStkRrf2
1615,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/,FsWCkw26
1616,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/,qz72keo0
1617,Votes and Proceedings,https://commonsbusiness.parliament.uk/,FimxOWjK
1618,Business and Trade Committee reports,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/,SKAwOoeF
1619,Business and Trade Committee reports ,,1NcTs7hA
1620,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,uGZ7QdGN
1621,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/,w4c0nQJb
1622,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,WOYbesKv
1623,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/,8oIiWX04
1624,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/,doqK87CJ
1625,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/,WJiGfaOq
1626,House of Lords Minute,https://lordsbusiness.parliament.uk/,w8V1ghn5
1627,Business and Trade Committee reports ,,z4xCw1yH
1628,Business and Trade Committee reports ,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/,UQ2zcQUw
1629,Business and Trade Committee oral evidence transcripts ,,cyg082pH
1630,Business and Trade Committee non-scrutiny inquiry,,Qo4NjfP7
1631,Business and Trade Committee reports ,,yL5rObxf
1632,Business and Trade Committee reports ,,0j1JKT0W
1633,Business and Trade Committee reports,,nBh2iUUc
1634,Business and Trade Committee reports,,voWA4etS
1635,Business and Trade Committee reports,,1fwXuXfD
1636,Business and Trade Committee correspondence,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/3/correspondence/,eQBGgxsJ
1637,Business and Trade Committee reports,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/,uJVj2N18
1638,Business and Trade Committee reports ,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/,jDwqaOLz
1639,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings,76jZgxAv
1640,Legislation.gov.uk,https://www.legislation.gov.uk/,uCCsT18j
1641,legislation.gov.uk,https://www.legislation.gov.uk/,D5VbppZ2
1642,Votes and Proceedings ,https://commonsbusiness.parliament.uk/,FLeIi4Ds
1643,"Science, Innovation and Technology Committee reports",,gmFkVLxD
1644,Votes and Proceedings ,https://commonsbusiness.parliament.uk/,2UwjlAuf
1645,Home Affairs Committee reports,,PAAGabFF
