id,title,weblink,enabledby,comingintoforcedate,comingintoforcenote,prefix,year,precededbyproposedstatutoryinstrument,triplestoreid
678,Floods and Water (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176283,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",WbkzXUHu
679,Environment (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176276,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",DRaMq2zo
681,Air Services (Competition) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176306,urn:procedure-editor:ActOfParliament:1,, in accordance with regulation 1,SI,2019,"",ITXUonqE
683,Invasive Non-native Species (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176269,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1)(b),SI,2019,"",GxLeH4RV
684,Market Abuse (Amendment) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111176313,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1,SI,2018,"",jRoHOCtf
685,European Qualifications (Pharmacists) (Amendment etc.) (EU Exit) Regulations (Northern Ireland) 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111176382,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2018,"",GpbVwO7N
696,Airports Slot Allocation (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176580,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",jZ5OWjfR
697,Jurisdiction and Judgments (Family) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176610,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",Mh1ooLUm
698,Devolved Income Tax Rates (Consequential Amendments) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111176450,"urn:procedure-editor:ActOfParliament:1289,urn:procedure-editor:ActOfParliament:1038",,in accordance with article 1,SI,2018,"",iWVXBuU9
705,Conservation of Habitats and Species (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176573,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",YmiVUeGQ
711,Product Safety and Metrology etc. (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176368,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",vrtGuKQc
712,"Conservation (Natural Habitats, etc.) (Amendment) (Northern Ireland) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111176634,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",kRRrNOuq
713,Civil Partnership and Marriage (Same Sex Couples) (Jurisdiction and Judgments) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176719,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",IvOHfnEM
714,Civil Jurisdiction and Judgments (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176726,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",0VjPCpsq
715,Combined Authorities (Mayoral Elections) (Amendment) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176801,urn:procedure-editor:ActOfParliament:949,,in accordance with regulation 1,SI,2019,"",5P1IoUty
716,Local Authorities (Mayoral Elections) (England and Wales) (Amendment) (England) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176825,urn:procedure-editor:ActOfParliament:928,, in accordance with regulation 1,SI,2019,"",QQ5rfvQX
722,Crawley (Electoral Changes) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176511,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2019,"",Ti2lm2Ab
723,Norwich (Electoral Changes) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176504,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2019,"",dEjir8Yl
728,Mutual Recognition of Protection Measures in Civil Matters (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176740,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:400,w27gBvRG
729,Pesticides (Maximum Residue Levels) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176924,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",PyC5117b
730,Farriers and Animal Health (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176832,urn:procedure-editor:ActOfParliament:1,, in accordance with regulation 1(1),SI,2019,"",dKVhl0ts
731,Veterinary Surgeons and Animal Welfare (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176863,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",PUebKCuS
732,Broadcasting (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176733,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2",,in accordance with regulation 1,SI,2019,"",y6hvG7mA
733,Environment (Miscellaneous Amendments) (Northern Ireland) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176870,urn:procedure-editor:ActOfParliament:1,,,SI,2019,"",EXa3OpCj
734,Ozone-Depleting Substances and Fluorinated Greenhouse Gases (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177136,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",HUwT1otr
735,Ship Recycling (Facilities and Requirements for Hazardous Materials on Ships) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111175682,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",6rGgg0zs
736,Plant Protection Products (Miscellaneous Amendments) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176931,urn:procedure-editor:ActOfParliament:1,, in accordance with regulation 1(1) ,SI,2019,"",jKFeFItK
737,Public Procurement (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176788,urn:procedure-editor:ActOfParliament:1,, in accordance with regulation 1,SI,2019,"",veyb6dMm
750,Financial Markets and Insolvency (Amendment and Transitional Provision) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176887,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1(2) and (3),SI,2019,"",RwLinZWw
751,Equality (Amendment and Revocation) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111176894,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2018,"",ZZFG42DH
752,Carriage of Dangerous Goods (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176658,"urn:procedure-editor:ActOfParliament:863,urn:procedure-editor:ActOfParliament:2314,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1,SI,2019,"",Yzf5duhf
753,"Credit Rating Agencies (Amendment, etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111176696,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2) and (3),SI,2019,"",WHPgmre9
754,Defence and Security Public Contracts (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176764,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,,SI,2019,"",wbB5TStp
761,Data Protection (Charges and Information) (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177211,urn:procedure-editor:ActOfParliament:1033,2019-04-01,,SI,2019,"",wR1fup3Y
762,Long-term Investment Funds (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177266,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2) and (3),SI,2019,"",03navofj
763,Collective Investment Schemes (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177259,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1",,in accordance with regulation 1(2) and (3),SI,2019,"",RJKS9DHg
764,Storage of Carbon Dioxide (Amendment and Power to Modify) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111177198,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",, in accordance with regulation 1,SI,2018,"",MamodFeY
765,Conservation of Habitats and Species (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111176573,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",js7e0ItY
766,Employment Rights (Miscellaneous Amendments) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177457,"urn:procedure-editor:ActOfParliament:743,urn:procedure-editor:ActOfParliament:968",,Parts 1 and 2 on 6th April 2019 and the remainder on 6th April 2020 ,SI,2019,"",Ufc9Wz8V
767,Waste (Miscellaneous Amendments) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177228,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1(2),SI,2019,"",XS0pWXSy
768,Representation of the People (Election Expenses Exclusion) (Amendment) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177303,urn:procedure-editor:ActOfParliament:1718,,in accordance with Article 1(2),SI,2019,"",D8svtgwO
769,Agency Workers (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177297,urn:procedure-editor:ActOfParliament:2419,2020-04-06,,SI,2019,"",6ZQsZ4At
779,Construction Products (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177273,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",tFoCCBHD
780,Road Vehicle Emission Performance Standards (Cars and Vans) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177419,urn:procedure-editor:ActOfParliament:1,, in accordance with regulation 1,SI,2019,"",BhA14Tin
792,Maritime Transport Access to Trade and Cabotage (Revocation) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177402,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:421,R5LwYVDX
793,Motor Vehicles (International Circulation) (Amendment) (EU Exit) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177600,urn:procedure-editor:ActOfParliament:3822,2019-03-28,,SI,2019,"",CpORLsME
797,Carlisle (Electoral Changes) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177464,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2019,"",k7XSL5XV
800,Recognition of Professional Qualifications (Amendment etc.) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111177501,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:779",, in accordance with regulation 1,SI,2018,"",UroAW4go
801,Intellectual Property (Copyright and Related Rights) (Amendment) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111177235,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2018,urn:procedure-editor:ProposedNegativeStatutoryInstrument:414,MicmrOlX
802,Plant Health (Amendment) (England) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177556,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1",, in accordance with regulation 1(2),SI,2019,"",3gGm4hxX
803,"Data Protection, Privacy and Electronic Communications (Amendments etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111177594,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1033,urn:procedure-editor:ActOfParliament:1",,,SI,2019,"",KHjhVaFz
804,Ecodesign for Energy-Related Products and Energy Information (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177495,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1,SI,2019,"",7EoE8lJ0
805,Mortgage Credit (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177532,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2),SI,2019,"",hADmWpyh
806,Insurance Distribution (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177488,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",Rb1X8qRS
807,Plant Health (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177563,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",wJsEKOd3
809,Kimberley Process Certification Scheme (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177709,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",IxTwaFIl
810,European Qualifications (Health and Social Care Professions) (Amendment etc.) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111177686,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2018,"",ZvZ6SFD5
811,Carriage of Dangerous Goods (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177792,"urn:procedure-editor:ActOfParliament:2314,urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:863",, in accordance with regulation 1,SI,2019,"",Ow6DF3PN
829,Judicial Pensions and Fee-Paid Judges' Pension Schemes (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177914,"urn:procedure-editor:ActOfParliament:1315,urn:procedure-editor:ActOfParliament:869",2019-04-01,,SI,2019,"",on35d5rf
832,"Solvency 2 and Insurance (Amendment, etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111177938,urn:procedure-editor:ActOfParliament:1,,In accordance with regulation 1(2).,SI,2019,"",wX6K1WLx
833,Air Quality (Taxis and Private Hire Vehicles Database) (England and Wales) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177969,"urn:procedure-editor:ActOfParliament:106,urn:procedure-editor:ActOfParliament:1291",,,SI,2019,"",LzWfuWJP
834,Environment and Wildlife (Legislative Functions) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177952,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",fkCStmXn
835,REACH etc. (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178034,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1) ,SI,2019,"",JnObagTT
837,Packaged Retail and Insurance-based Investment Products (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178003,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2),SI,2019,"",ZdUyI54x
838,Northern Ireland (Ministerial Appointment Functions) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111177907,urn:procedure-editor:ActOfParliament:1208,,in accordance with regulation 1(2),SI,2019,"",ju3B4VNR
839,"Equine (Records, Identification and Movement) (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178089,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:538,LsYM8aqo
840,"Livestock (Records, Identification and Movement) (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178133,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:510,FqsDMajb
841,"Companies, Limited Liability Partnerships and Partnerships (Amendment etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178027,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 2,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:477,hhOYg5iP
842,Veterinary Medicines and Animals and Animal Products (Examination of Residues and Maximum Residue Limits) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178096,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:577,pKQCnola
851,"Data Protection, Privacy and Electronic Communications (Amendments etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178300,"urn:procedure-editor:ActOfParliament:1033,urn:procedure-editor:ActOfParliament:1",,in accordance with regulation 1(2) and (3),SI,2019,"",4eaBOe1c
852,Small Charitable Donations Act (Amendment) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178164,urn:procedure-editor:ActOfParliament:1212,,in accordance with article 1,SI,2019,"",SLwLjmbt
853,Drivers' Hours and Tachographs (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178041,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1(2) and (3),SI,2019,"",IDPeeEPb
854,Employment Rights (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178225,urn:procedure-editor:ActOfParliament:1,, in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:447,xtDxtogp
855,Employment Rights (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178201,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1",,in accordance with regulation 1(1),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:446,UkuJ6RIi
856,Buckinghamshire (Structural Changes) (Modification of the Local Government and Public Involvement in Health Act 2007) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178294,urn:procedure-editor:ActOfParliament:953,, in accordance with regulation 1,SI,2019,"",mq7H4Pwt
857,Universal Credit (Managed Migration Pilot and Miscellaneous Amendments) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178317,"urn:procedure-editor:ActOfParliament:115,urn:procedure-editor:ActOfParliament:1353",,in accordance with regulation 1,SI,2019,"",HJahB9mv
869,Pneumoconiosis etc. (Workers' Compensation) (Payment of Claims) (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178140,urn:procedure-editor:ActOfParliament:1944,2019-04-01,,SI,2019,"",NR3SWSch
870,Mesothelioma Lump Sum Payments (Conditions and Amounts) (Amendment) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178232,urn:procedure-editor:ActOfParliament:79,2019-04-01,,SI,2019,"",35ksCG6b
871,Law Enforcement and Security (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178102,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:843",,in accordance with Regulation 1.,SI,2019,"",bmrRBtTt
872,Financial Services Contracts (Transitional and Saving Provision) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178416,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2).,SI,2019,"",HUENHSWe
875,Aquatic Animal Health and Alien Species in Aquaculture (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178546,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:559,DCL5no4B
878,Fertilisers and Ammonium Nitrate Material (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178577,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1(2),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:465,GjJtlRrI
879,Trade in Animals and Related Products (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178621,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:665,AEnq7ZhM
880,International Waste Shipments (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178539,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 2,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:562,ZEyQX9gj
881,Nutrition (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178508,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",lxPaZT9z
882,Merchant Shipping (Marine Equipment) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178645,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:703,u3bzMfC9
883,Local Government (Structural and Boundary Changes) (Supplementary Provision and Miscellaneous Amendments) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178058,urn:procedure-editor:ActOfParliament:1339,2019-04-01,,SI,2019,"",rd2lduZN
884,Automatic Enrolment (Earnings Trigger and Qualifying Earnings Band) Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178447,urn:procedure-editor:ActOfParliament:145,2019-04-06,,SI,2019,"",ya3OXQ4D
885,Guaranteed Minimum Pensions Increase Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178423,urn:procedure-editor:ActOfParliament:452,2019-04-06,,SI,2019,"",iX8XovOR
886,Tax Credits and Guardian's Allowance Up-rating Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178348,"urn:procedure-editor:ActOfParliament:527,urn:procedure-editor:ActOfParliament:795,urn:procedure-editor:ActOfParliament:528",,in accordance with regulation 1(2),SI,2019,"",Hp3hc2xd
890,"Social Security (Contributions) (Rates, Limits and Thresholds Amendments and National Insurance Funds Payments) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178331,"urn:procedure-editor:ActOfParliament:527,urn:procedure-editor:ActOfParliament:589,urn:procedure-editor:ActOfParliament:529,urn:procedure-editor:ActOfParliament:528",2019-04-06,,SI,2019,"",6wrSm8WY
891,Social Security Benefits Up-rating Order 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178492,urn:procedure-editor:ActOfParliament:528,,in accordance with article 1(3) and (4),SI,2019,"",UhBCmIQa
892,Aquatic Animal Health and Plant Health (Legislative Functions) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178713,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",sAylnziE
893,"Cat and Dog Fur (Control of Import, Export and Placing on the Market) (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178515,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:266,oLKstkTh
894,Import of and Trade in Animals and Animal Products (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178690,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2) ,SI,2019,"",OGOnuULo
895,Equivalence Determinations for Financial Services and Miscellaneous Provisions (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178607,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2) and (3),SI,2019,"",roEZp6gx
896,Financial Conglomerates and Other Financial Groups (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178775,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",EguXJdHa
897,"Investment Exchanges, Clearing Houses and Central Securities Depositories (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/ukdsi/2019/9780111178683,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1282",,in accordance with regulation 1(2) and (3),SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:652,f4ABeluA
898,Uncertificated Securities (Amendment and EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178706,"urn:procedure-editor:ActOfParliament:1183,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",, in accordance with regulation 1(2) and (3),SI,2019,"",0rBzowBg
899,Nutrition (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178508,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",kv1TC7iv
900,Merchant Shipping (Passengers' Rights) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178485,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",5MtHZ08j
901,Common Fisheries Policy (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178720,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:591,PJoxk4Ro
908,Common Agricultural Policy and Agriculture and Horticulture Development Board (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178843,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:547,xWhV40p8
909,Animals (Legislative Functions) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178737,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,"",F5bm9ERG
910,Shipments of Radioactive Substances (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178898,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2019,urn:procedure-editor:ProposedNegativeStatutoryInstrument:608,OpUMkGdd
911,State Aid (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178768,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(1),SI,2019,"",ko2k2zfJ
912,Chemicals (Health and Safety) and Genetically Modified Organisms (Contained Use) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/ukdsi/2019/9780111178911,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1(2),SI,2019,"",WsZ1McFp
